test_num;manoeuvre_name;mic_num;time;freqs[Hz];Lws[dB];zeta[rad];velX[m/s];velY[m/s];velZ[m/s];RPM1;RPM2;RPM3;RPM4;X_e[m];Y_e[m];Z_e[m]
30;Yaw;mic_2;-322.0547925;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[48.47920435441684, 62.24327861509644, 79.2881108138606, 81.2659148715837, 57.94366561732118, 53.72250746444298, 76.86253230939735, 82.20620007363732, 50.36899635388097, 50.220311101727575, 63.432944815255794, 36.94448188355824, 66.04742783040074, 69.86545249325181, 57.447521379388476, 85.36882766792377, 65.48084479605917, 95.48165498214502, 81.09203737934477, 84.2926153792169, 89.87764813662316, 64.1953812651961, 89.45117184406078, 78.80327189477578, 65.38522773056474, 66.83534227786805, 56.408579957710394, 66.53576094372985, 66.2531734720008, 73.11067992090062, 67.66701298410906, 69.55638970951198, 66.41141674290449, 57.51000199837247, 52.047796734358286, 41.4502868204282, 52.48008167344452, 60.54088312554536, 59.851702478587896, 53.83476303450009, 43.404944460773805, 43.67802818422128, 57.20552646640286, 56.36982652540688, 45.06333354051816, 41.15592074763609, 46.66933656644564, 50.90507821595497, 37.77707611022783, 41.35567442766917, 47.91034796224564, 42.188308922845124, 44.537234237964796, 44.84093937612301, 39.3491259632703, 44.24099087167004, 37.03461760070476, 41.93529361437784, 40.23238206343934, 39.715808810197665, 42.11023316991691, 40.707392396981035, 41.22008237629043];0.3211405823669566;0.000281222;0.18144757278571427;0.007260592;2679.285714285714;2732.714285714286;2702.5714285714284;2680.285714285714;0.5895018670714285;-0.348705187;0.051760807285714285
31;Yaw;mic_3;-265.359861;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[52.69748280226521, 48.6625579659584, 66.11999621953375, 77.3347953053375, 55.575529040252704, 63.91296999254351, 70.94157218553417, 78.36908297596433, 46.48600495085901, 59.59257272438446, 76.73212264737592, 45.678638655791076, 67.41032142864269, 77.6739130619935, 64.73485221041311, 76.98117072617414, 47.01185822029083, 69.14386563968775, 72.16554141553179, 69.0984184665538, 77.27410085789602, 69.99082481594564, 78.61365095950258, 72.59893515857807, 70.60340877394775, 71.41788811909015, 69.03442250248804, 65.16449894780902, 58.73007654495651, 43.16964505738275, 47.3475765055803, 54.122552519592624, 60.01797161629125, 63.45871054937873, 66.54172501590115, 61.11654137536027, 62.9393231489341, 56.48360682371917, 45.444232277206325, 46.13031618725859, 59.967770579859646, 60.979746303151686, 57.853338398341414, 52.05078125290249, 36.6570836863958, 48.77148287798122, 57.794001436860924, 55.65519666395649, 48.45710590260274, 49.30004039679861, 58.439474187627305, 51.200103595776135, 43.16292279665254, 51.69984145901, 50.5738637900976, 45.113579018551135, 51.92152174050677, 44.06653776606924, 45.88750816291669, 42.51797418132142, 44.1640052478374, 44.331855795936725, 41.958239503133974];0.5899212871740833;0.019180718;-0.147157437;0.002793085;2730.4615384615386;2724.4615384615386;2691;2683.923076923077;-0.462847495;-0.263360468;0.043749687
32;Yaw;mic_3;-264.6779169;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[45.21055014800372, 41.89511573235822, 54.72003830797442, 85.39182950834504, 52.24904831325529, 41.877905189152514, 50.4934576565007, 67.19501869449542, 37.12493412603863, 44.81882984252969, 67.20301152949166, 43.05341866280415, 58.460480218045, 70.36913519808012, 58.27214905132823, 59.4797371633268, 37.23714501815251, 61.59579541367868, 57.652440213879856, 66.25864642217547, 75.61010516048783, 73.32176510404372, 79.44355964773729, 71.08986858908628, 60.87481794348399, 72.83288872845348, 73.73239061126709, 64.94083647459873, 60.171966033536755, 48.24849713200286, 48.369147012754866, 55.38752220758303, 60.45246862428837, 67.20033958597548, 64.08968272616505, 68.72795528413201, 65.52390609846213, 58.50657776614475, 42.080167106049956, 48.75860604811535, 58.29733551639059, 64.05584256478852, 57.31346083192105, 48.18551970054308, 39.47310161755887, 50.53384497974052, 59.710032988110825, 56.28272290614746, 41.2342111045446, 49.82973957525015, 54.23356287497982, 44.945806906389436, 43.01169978616051, 48.88112947999336, 43.64439920519413, 46.19081129757124, 48.41253548296408, 41.30276999421813, 46.7534727257408, 41.90778964062913, 44.19028278538734, 39.36643280048862, 40.042627277657516];0.5899212871740833;0.071786946;-0.022481913;0.008192888;2711.2727272727275;2715.6363636363635;2670.3636363636365;2696.7272727272725;-0.11260063;-0.613058167;0.038990424
33;Yaw;mic_3;-263.99447;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[47.00988329337357, 43.85649554791814, 75.74069211493925, 87.63841956583823, 53.76226989053472, 58.897991454698, 75.18414760461842, 73.01362723813627, 33.862710762757686, 52.40866366277992, 69.47569630925842, 44.07919005402026, 56.76949525504582, 65.65374675071382, 69.71680433955247, 67.67152826678345, 46.346692690650414, 58.97494642877035, 64.27896359905168, 74.39901282449189, 80.34435302457294, 81.79735977703815, 81.20000143518573, 79.51057012779772, 67.53174018748066, 73.04158684248894, 69.82687805525782, 71.03344300392445, 66.59528117089074, 50.76207385957953, 46.830553315431786, 52.73012290951036, 55.88676206279048, 58.6872154946338, 66.3369928348788, 64.43744029785461, 63.15398976810713, 49.39905410206108, 39.87007730017468, 49.688793907632046, 60.94055650941807, 62.81466214858024, 58.62721825439461, 49.466251323745176, 42.78508209360146, 53.24027912438564, 58.0422130062723, 55.60368661686176, 44.52932073170031, 47.09352629910952, 53.8613475033373, 45.45754575419768, 41.77204493398093, 51.22984300117969, 45.171642065980045, 46.66764191531659, 48.69963867541613, 40.924710195926025, 44.357598864667736, 41.597084701429196, 42.94240936605854, 41.168275533817024, 40.43013638273287];0.5899212871740833;0.085334262;0.109045328;0.004653913;2704.8333333333335;2741.4166666666665;2684.25;2687.0833333333335;0.39185480450000004;-0.461105345;0.038238534166666664
34;Yaw;mic_3;-263.3020148;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[42.240055850388735, 51.26193361518719, 89.49087636715474, 85.27692013522673, 58.778536153491274, 82.79204809822463, 82.1382933280643, 79.65476756192204, 42.6253936967358, 69.45469892912266, 74.1862023224767, 53.62776416557794, 74.01861608493424, 75.99203934719684, 77.23604082379465, 71.40130828785003, 52.42852891930045, 65.96759177362847, 71.73237432965246, 73.76870693319557, 72.7803368968893, 83.83555964621281, 79.10678742189931, 82.10894354630538, 77.70472053785878, 77.54464508256586, 70.85695063231644, 73.0811310758856, 63.18151048900489, 51.386432554313124, 51.96374906001423, 59.716245652836946, 67.44843511543017, 64.04854039565275, 68.06694446751033, 65.63280244816768, 66.52888679449583, 55.99106743823359, 39.398548030270774, 56.222523524505974, 63.44312792040188, 62.01062262805707, 61.88427282081331, 52.84193808356838, 38.62220969854462, 54.04200212806867, 57.776954161597985, 56.44242405113247, 42.95600038549398, 50.84246771849175, 55.551773800292146, 46.84419302127884, 43.829393408986476, 54.65188488571755, 48.46000686982569, 44.1035362527565, 50.408233290502544, 41.56718399562662, 47.35602331801832, 45.285386329467244, 43.7824214273583, 41.34387016350577, 41.99245187515406];0.5899212871740833;-0.090964031;0.095059668;0.007026797;2732.6923076923076;2787.6153846153848;2671.5384615384614;2673.6923076923076;0.5117529766923077;0.023092959538461535;0.03656847
35;Yaw;mic_3;-262.6177841;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[38.18677250611573, 52.70881108455718, 87.3300174426125, 85.65098738762494, 56.41210645409811, 56.20427718755816, 76.08130964866857, 79.80104104582469, 38.881578626534825, 57.40523431095454, 69.8832132068195, 49.59975027387755, 79.96726601364182, 73.07586554102969, 64.36882813408764, 73.29390251529057, 62.967719365116885, 64.421547351741, 72.94136982383779, 83.59605699832963, 87.92767646784638, 86.38802425041692, 86.06965642536368, 77.22577107432198, 79.29856210504396, 74.06666957384272, 75.33331097858887, 72.95362043566537, 65.97853975824512, 56.64012824018472, 48.90739163858964, 64.24743106638947, 74.72331725219547, 73.90077450340732, 71.63207279004234, 73.7280685799017, 68.8090753129538, 58.93888133633518, 45.657871185544664, 61.83930141902542, 69.59183213292597, 70.16827184552409, 68.00971530052071, 60.59835581126245, 46.882510521159034, 59.305533318117575, 65.45050259406447, 63.424163349750174, 45.53699845926995, 59.11647318758276, 64.50634563146936, 51.717238237451646, 48.92931614679096, 58.065075313340834, 52.98522938480636, 51.606767286645095, 54.386870456771874, 45.06933457961765, 51.13665085624801, 44.9815023792043, 47.343544885145164, 42.240283842835346, 46.941329277212354];0.5899212871740833;-0.068399686;-0.039840224;-0.004959182;2695.3076923076924;2785.769230769231;2675.3076923076924;2636.846153846154;0.13878296369230772;0.3263157416153846;0.041266679
36;Yaw;mic_3;-261.91472;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[37.040308989506634, 46.30931493061601, 65.81583189797571, 84.51103158590587, 54.686361176397504, 44.30675255524443, 53.146700397744475, 74.92867451323788, 35.766300198176275, 51.348090509570596, 71.19210289038678, 41.13490908291655, 67.9695705784686, 70.48518347260912, 59.67522560813058, 76.30910153456055, 39.49338354921594, 64.921904765002, 62.636294947219824, 78.24496568804476, 75.00639098800465, 80.75563621830518, 79.09242644138182, 77.06466099212952, 73.50260311308713, 71.73640093209654, 72.65358042667646, 69.31307992994579, 63.21213811119157, 51.52313288214002, 48.64985571105744, 55.196221198951804, 63.49158594933356, 65.85828535624924, 69.81193097979765, 67.3788246282253, 64.72403761668355, 58.38084855019538, 46.188349926838654, 50.043712007885695, 58.70126823400787, 57.53531538847184, 58.38274299221279, 54.77133072915878, 38.79728750871378, 53.16450927909904, 58.33682752105729, 60.49880425465544, 44.57228497411903, 49.537384242545386, 57.767369948522216, 47.90878628354832, 38.55073409193835, 50.35237157102321, 46.388517517503246, 43.85604639823889, 52.95687854543979, 43.24549849073306, 48.819308782370314, 46.237726872491976, 48.88865074816043, 44.07642870535027, 43.54517185316546];0.5899212871740833;-0.059702558;-0.158341986;-0.005265166;2723;2757.1666666666665;2698.5833333333335;2621.6666666666665;-0.320980431;0.10878560341666667;0.046926711333333336
37;Yaw;mic_3;-261.2173715;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[42.690417262253426, 42.4011845762529, 72.5033652625977, 88.58197639440829, 59.760944933773544, 46.296811871537614, 62.96690727285647, 77.7120878837184, 40.30794582608826, 49.91120610105408, 69.8177590269537, 44.14548632109359, 73.31029720801874, 86.82619150613434, 59.35672858000614, 74.03677834237432, 39.753953793064504, 74.38510253597562, 67.42196686637493, 81.1245366299998, 75.5308363939186, 82.95979722652773, 79.81490767895772, 81.00928905888482, 72.54579833913314, 73.79429243741279, 69.36303353781165, 70.48493790241258, 65.69818662095606, 55.010887113234126, 49.40882058036543, 55.10118903531471, 60.06357181190979, 64.32486141032098, 68.50575085173881, 66.6559784973266, 67.30165161498803, 59.75000109680802, 42.68616701517267, 46.0194791542215, 59.698182054453135, 61.782778803927755, 60.38892980469054, 51.458286897388525, 42.09471067381506, 47.57332025506625, 55.89957322898663, 55.18457548976218, 44.64116143099684, 48.894391526911576, 57.135343202273496, 50.015481585872294, 39.68746078900719, 47.84114887416251, 48.912173028908214, 42.339445918030464, 50.46902746232179, 42.26627530730977, 46.31163095867498, 44.71587482355979, 44.695112825888756, 43.68579172532888, 43.61374051928888];0.5899212871740833;0.067548734;-0.122425159;0.003205373;2720.7272727272725;2748.181818181818;2688.3636363636365;2649;-0.361324177;-0.400446937;0.044356768
38;Yaw;mic_3;-260.5510078;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[61.322349921880495, 65.3730448500338, 66.16872981436838, 79.18445752468821, 55.83754544412966, 50.529895321671376, 64.57568263677555, 67.48944645686693, 43.227234890498764, 46.51126437605056, 70.56579023889013, 46.666680480197456, 72.79048067561835, 67.3783001570893, 56.05624860906761, 65.11437399757799, 39.534088298690186, 59.34691716800164, 66.7520582485925, 70.28201857699007, 62.54842116291812, 70.1366183602448, 74.70032932279318, 60.448438808866875, 62.944445375393705, 66.3036392786543, 62.679516415859986, 63.32746039279181, 58.11470922331747, 46.773414132304666, 42.25681279859349, 49.694430508914394, 56.41140287164128, 59.16303103153291, 64.11785682016207, 66.49412740491758, 60.23880240667245, 53.81041724618271, 37.77514966639197, 48.6817248303744, 58.45808635490097, 58.33484168441003, 57.352099116711265, 50.953418503867624, 39.00547663240585, 52.66082015332765, 59.95011428835647, 59.980024111652725, 42.65326558763136, 47.60204601490297, 53.41663365742278, 45.480122862308185, 40.358126220900616, 50.495823299618095, 48.02812268534588, 43.87557270060044, 47.53926282427801, 39.16801634991809, 47.190647980706146, 42.209532610511204, 45.44670486331445, 40.53488760314963, 41.96104447572682];0.5899212871740833;0.1216010217272727;-0.003088112;0.003952958;2686.7272727272725;2738.3636363636365;2722.5454545454545;2650.2727272727275;0.060145973818181826;-0.691651155;0.044833328
39;Yaw;mic_3;-259.8434819;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[48.56772136391676, 47.67621679076769, 70.99769889557962, 85.42528824725233, 72.91676887788631, 42.47278626273565, 56.426900838944256, 66.74292773305125, 58.67991627914742, 46.49874540146171, 67.93475733461601, 53.414513137445695, 67.38956952442301, 72.90461403700473, 54.452192307530396, 68.15011372834181, 40.92921548711566, 67.6928487716995, 62.616048745416634, 78.79881280854521, 79.61162678600688, 80.05148661965512, 86.0440641138787, 75.7493101100872, 74.05509777347137, 78.97907734223487, 74.47075240131983, 69.27172754564155, 66.14223640857668, 53.03706107448026, 49.312452570282936, 54.300253689295175, 64.10911528407527, 66.05351580736745, 68.42975868101678, 71.31798973332293, 66.5791008300322, 57.03494651938393, 43.75823895889092, 53.06398050711106, 65.08247737915025, 61.017806422830034, 59.97129280228279, 53.350944133664385, 42.964779335167634, 49.64306632588857, 58.52410599957267, 59.365476782449306, 48.152850982256865, 51.90855015166791, 57.204055997386945, 52.768842158127086, 44.45797751648677, 51.84607808110532, 50.904808807944654, 49.49912417742567, 50.59647386330462, 42.8735167798726, 48.38893613433935, 44.276074929686885, 47.04933150056139, 43.08737596491581, 43.53506833719678];0.5899212871740833;0.065684488;0.10300414657142858;0.011295704571428573;2688.714285714286;2765.714285714286;2731.714285714286;2645.0714285714284;0.5298243422857143;-0.455226494;0.042422355
40;Yaw;mic_3;-259.1590987;[314.98026247371826, 333.7099635425086, 353.5533905932738, 374.5767692191704, 396.85026299204986, 420.44820762685725, 445.44935907016963, 471.93715634084674, 500.0, 529.7315471796476, 561.2310241546866, 594.6035575013606, 629.9605249474366, 667.4199270850172, 707.1067811865476, 749.1535384383408, 793.7005259840997, 840.8964152537145, 890.8987181403393, 943.8743126816935, 1000.0, 1059.4630943592952, 1122.4620483093731, 1189.2071150027211, 1259.9210498948732, 1334.8398541700344, 1414.213562373095, 1498.3070768766815, 1587.4010519681995, 1681.792830507429, 1781.7974362806785, 1887.7486253633867, 2000.0, 2118.9261887185903, 2244.9240966187463, 2378.4142300054423, 2519.842099789746, 2669.679708340069, 2828.42712474619, 2996.614153753363, 3174.802103936399, 3363.585661014858, 3563.594872561357, 3775.497250726774, 4000.0, 4237.8523774371815, 4489.848193237492, 4756.828460010885, 5039.684199579493, 5339.359416680137, 5656.85424949238, 5993.228307506727, 6349.604207872797, 6727.171322029716, 7127.189745122715, 7550.994501453547, 8000.0, 8475.704754874363, 8979.696386474983, 9513.65692002177, 10079.368399158986, 10678.718833360273, 11313.70849898476];[42.61014839375114, 51.83297773848288, 82.21663156422628, 78.67034192180027, 49.08650125110295, 49.6862842826562, 81.17821845628102, 68.72103158745728, 49.42832431755488, 58.32222275987368, 72.412914178648, 48.4436014738593, 81.22474655089, 65.0029737819481, 76.69301642784889, 84.16925001995132, 50.92056536688411, 69.11459791676566, 72.8421817457531, 63.61267411632059, 88.57700299219547, 77.06114151970743, 79.5174170728268, 84.1786681697181, 77.12379037642053, 80.53709946807693, 74.6741449839042, 74.80737433569318, 75.74476997285205, 56.57776196411106, 56.90557862183599, 58.82814053330617, 64.34840213906705, 69.53371067896435, 78.00924415531551, 73.17640509602347, 74.46839238347776, 63.103951116415324, 52.224023261607535, 56.80699957387802, 68.61123280006903, 68.15028457660395, 69.65489404564168, 59.947092017193015, 46.96392642408013, 62.94580354704061, 67.11180881458573, 65.71887365147903, 52.796514317240366, 62.079669998888434, 65.39810882665327, 54.30268658420353, 48.867748732520646, 58.78112064290008, 54.035397862249255, 53.74748670973709, 59.13564653422367, 47.97888414649945, 53.34163436689836, 49.25494508598051, 51.55393255982547, 44.99483769824874, 45.88293654161391];0.5899212871740833;-0.012348719;0.071741468;-0.003671707;2705.090909090909;2758.4545454545455;2674.5454545454545;2655.2727272727275;0.5434414580909092;0.074429074;0.047399875
